Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,88.589996,89.239998,88.589996,89.239998,89.239998,124
2020-01-03,88.489998,88.889999,88.309998,88.769997,88.769997,0
2020-01-06,88.529999,88.599998,87.750000,88.559998,88.559998,563
2020-01-07,88.839996,89.260002,88.500000,88.500000,88.500000,0
2020-01-08,88.120003,89.300003,88.120003,89.139999,89.139999,212
2020-01-09,89.400002,89.419998,88.849998,88.949997,88.949997,0
2020-01-10,89.129997,89.199997,88.720001,88.860001,88.860001,0
2020-01-13,88.809998,89.250000,88.800003,88.860001,88.860001,250
2020-01-14,89.209999,89.209999,88.250000,88.949997,88.949997,5
2020-01-15,88.930000,89.000000,88.680000,88.690002,88.690002,0
2020-01-16,88.930000,89.260002,88.750000,89.089996,89.089996,0
2020-01-17,89.279999,89.989998,89.260002,89.919998,89.919998,0
2020-01-20,89.820000,89.820000,89.500000,89.550003,89.550003,22
2020-01-21,88.989998,89.139999,88.529999,88.919998,88.919998,0
2020-01-22,89.320000,89.330002,88.470001,88.570000,88.570000,0
2020-01-23,88.360001,88.769997,88.000000,88.199997,88.199997,8
2020-01-24,88.500000,89.309998,88.459999,88.459999,88.459999,100
2020-01-27,87.489998,87.540001,86.370003,86.559998,86.559998,0
2020-01-28,86.470001,87.419998,86.470001,87.279999,87.279999,0
2020-01-29,87.370003,87.900002,87.370003,87.889999,87.889999,0
2020-01-30,86.900002,86.900002,86.309998,86.440002,86.440002,0
2020-01-31,86.910004,86.910004,85.139999,85.139999,85.139999,0
2020-02-03,85.800003,86.019997,85.570000,85.860001,85.860001,0
2020-02-04,86.370003,87.300003,86.370003,87.300003,87.300003,0
2020-02-05,87.230003,88.440002,87.230003,88.440002,88.440002,13
2020-02-06,88.860001,88.989998,88.699997,88.919998,88.919998,24
2020-02-07,88.940002,89.029999,88.680000,88.860001,88.860001,0
2020-02-10,88.709999,88.839996,88.510002,88.839996,88.839996,0
2020-02-11,89.290001,89.290001,89.040001,89.199997,89.199997,0
2020-02-12,89.419998,89.949997,89.419998,89.949997,89.949997,0
2020-02-13,89.709999,89.910004,89.110001,89.820000,89.820000,0
2020-02-14,89.820000,89.820000,89.440002,89.440002,89.440002,0
2020-02-17,89.699997,89.720001,89.419998,89.639999,89.639999,0
2020-02-18,89.290001,89.459999,89.040001,89.459999,89.459999,1
2020-02-19,89.610001,90.019997,89.550003,89.910004,89.910004,0
2020-02-20,89.750000,90.000000,89.349998,89.449997,89.449997,0
2020-02-21,89.129997,89.339996,88.870003,89.339996,89.339996,0
2020-02-24,86.599998,86.669998,84.959999,85.419998,85.419998,21684
2020-02-25,85.650002,85.790001,84.489998,84.940002,84.940002,0
2020-02-26,83.019997,83.910004,82.070000,83.110001,83.110001,0
2020-02-27,81.760002,82.500000,80.250000,81.209999,81.209999,0
2020-02-28,77.980003,79.120003,77.370003,78.019997,78.019997,100
2020-03-02,79.889999,80.099998,76.800003,78.540001,78.540001,41576
2020-03-03,79.309998,80.790001,79.309998,80.339996,80.339996,0
2020-03-04,80.339996,80.709999,80.150002,80.349998,80.349998,0
2020-03-05,81.070000,81.070000,78.099998,78.449997,78.449997,0
2020-03-06,77.900002,77.900002,76.099998,76.099998,76.099998,0
2020-03-09,70.199997,71.879997,69.389999,69.959999,69.959999,743035
2020-03-10,70.419998,71.519997,69.010002,69.339996,69.339996,10
2020-03-11,69.220001,69.300003,67.830002,67.830002,67.830002,11
2020-03-12,63.860001,64.660004,61.560001,61.560001,61.560001,0
2020-03-13,60.250000,64.129997,60.180000,61.500000,61.500000,0
2020-03-16,57.430000,59.040001,53.849998,57.520000,57.520000,85442
2020-03-17,58.480000,58.810001,56.200001,58.810001,58.810001,12
2020-03-18,56.209999,56.630001,55.459999,55.459999,55.459999,0
2020-03-19,54.549999,54.669998,54.549999,54.669998,54.669998,0
2020-03-20,60.189999,60.189999,59.250000,59.290001,59.290001,0
2020-03-23,56.779999,60.459999,56.599998,58.020000,58.020000,337304
2020-03-24,59.790001,61.410000,59.790001,61.410000,61.410000,0
2020-03-25,63.049999,65.500000,63.049999,65.379997,65.379997,10
2020-03-26,63.220001,65.800003,63.220001,65.790001,65.790001,0
2020-03-27,65.430000,65.430000,63.779999,63.779999,63.779999,8
2020-03-30,65.129997,65.129997,62.340000,64.949997,64.949997,16918
2020-03-31,64.500000,65.959999,63.450001,63.450001,63.450001,122
2020-04-01,62.340000,62.490002,61.330002,61.520000,61.520000,0
2020-04-02,61.720001,62.720001,61.599998,62.090000,62.090000,0
2020-04-03,61.910000,62.099998,61.570000,61.889999,61.889999,0
2020-04-06,63.500000,64.500000,63.250000,64.500000,64.500000,40092
2020-04-07,65.470001,66.650002,65.470001,66.360001,66.360001,0
2020-04-08,64.220001,65.500000,64.220001,65.389999,65.389999,0
2020-04-09,66.010002,66.779999,65.500000,66.779999,66.779999,0
2020-04-14,66.730003,67.510002,66.730003,67.019997,67.019997,36
2020-04-15,66.639999,66.639999,64.180000,64.339996,64.339996,15
2020-04-16,64.570000,65.120003,64.150002,64.150002,64.150002,0
